id,detalle,precio
284593,TECHNODREAM OZONO,"S/.2.475,00"
2116021701,GALAXY,"S/.1.740,00"
2842C9,TECHNODREAM POCKET DREAM,"S/.830,00"
267122,VESUBIO,"S/.930,00"
2842A3,TECHNODREAM QUBO ANTISTRESS,"S/.1.190,00"
267153,REAL PT,"S/.920,00"
284243,TECHNODREAM ZENTRIX,"S/.1.260,00"
267146,OMEGA,"S/.920,00"
2912010004,VICUS,"S/.920,00"
284248,TERRA ALOE VERA,"S/.830,00"
267193,GEMINIS PT,"S/.910,00"
265123,DORMIDITA NOTEX,"S/.905,00"
284548,TERRA ALOE VERA,"S/.2.300,00"
4916040014,SIMMONS HYBRID MARLEE PLUSH,"S/.1.735,00"
2842B7,TERRA BAMBOO,"S/.1.040,00"
26514G,OMEGA JACKARD,"S/.900,00"
266132,RIZZOLI,"S/.900,00"
284040,IBIZA,"S/.415,00"
2117023601,TERRA BAMBOO,"S/.2.485,00"
2116011201,LORD REPOSE,"S/.1.735,00"
284247,TERRA COTTON,"S/.980,00"
265126,DIAGONAL POLIALGODON,"S/.900,00"
2841A5-1,FIAMMA IGNIFUGO II,"S/.895,00"
458047,JACKARD,"S/.405,00"
284547,TERRA COTTON,"S/.2.615,00"
26542E,ELASTIC FOAM DRILL,"S/.1.730,00"
284251,TERRA COTTON FRESH,"S/.1.230,00"
265122,ECOLOGICO POLIALGODON,"S/.895,00"
26512A,SUPER FOAM POLIALGODON X,"S/.895,00"
284551,TERRA COTTON FRESH,"S/.2.660,00"
266446,DRIMER,"S/.1.730,00"
2842C1,TERRA LATEX ALOE VERA,"S/.800,00"
265121,ECOLOGICO NOTEX,"S/.890,00"
2845C1,TERRA LATEX ALOE VERA,"S/.2.340,00"
4916040004,SIMMONS AUDRINA LUXURY P/T,"S/.1.725,00"
2842A6,TERRA SOYAMBOO,"S/.1.230,00"
284144,HOTELERO 5 ESTRELLAS,"S/.880,00"
2112040001,SIMMONS HOTELERO CAMA AUXILIAR,"S/.880,00"
2845A6,TERRA SOYAMBOO,"S/.2.590,00"
2116021291,ALOE VERA,"S/.1.725,00"
284224,TRAVEL EXTRA HOTELERO IGNIFUGO,"S/.970,00"
267180,FIRENZE VISCOELASTIC,"S/.875,00"
284524,TRAVEL EXTRA HOTELERO IGNIFUGO,"S/.2.210,00"
284440,IBIZA,"S/.1.725,00"
265127,SUPER FOAM POLIALGODON,"S/.865,00"
2912010002,TAMBO,"S/.855,00"
284225,TRAVEL HOTELERO STANDARD IGNIFUGO,"S/.820,00"
284149,FIAMMA ANTISTRESS,"S/.850,00"
267177,FIRENZE ALOE VERA PT,"S/.850,00"
267179,FIRENZE ANTISTRESS PT,"S/.840,00"
2914010019,URPI,"S/.900,00"
284151,TERRA COTTON FRESH,"S/.835,00"
267294,VALENCIA PT,"S/.1.240,00"
284147,TERRA COTTON,"S/.835,00"
2841A6,TERRA SOYAMBOO,"S/.830,00"
267594,VALENCIA PT,"S/.2.540,00"
2126024001,VISCO CARBON,"S/.1.720,00"
284192,TECHNODREAM BREEZE,"S/.825,00"
267239,VENETTO,"S/.970,00"
2912010003,URPI,"S/.825,00"
267142,SEVILLA,"S/.825,00"
2914010097,VERDUM,"S/.920,00"
267151,PRINCE PT,"S/.815,00"
267222,VESUBIO,"S/.910,00"
26518J,COOL MAX SUMMER,"S/.805,00"
267173,TARENTO PT,"S/.795,00"
2112021701,GALAXY,"S/.790,00"
267522,VESUBIO,"S/.2.200,00"
284473,FIRENZE FRESH,"S/.1.720,00"
284223,VESUBIO II,"S/.910,00"
284140,IBIZA,"S/.790,00"
267174,SAN MARINO PT,"S/.785,00"
2914010020,VICUS,"S/.800,00"
284173,FIRENZE FRESH,"S/.780,00"
2917010006,VICUS,"S/.2.570,00"
2126023401,PRO RUNNER OXYGEL,"S/.1.715,00"
2842B5,VISCO ANTISTRESS,"S/.1.240,00"
2841A5,FIAMMA IGNIFUGO,"S/.765,00"
2845B5,VISCO ANTISTRESS,"S/.2.580,00"
4916040016,SIMMONS JAELYN LUXURY FIRM,"S/.1.715,00"
267234,VISCOELASTIC POCKET,"S/.1.020,00"
458102,DI BIANCO,"S/.765,00"
267534,VISCOELASTIC POCKET,"S/.2.310,00"
2116030301,ENERGY,"S/.1.715,00"
284272,VISCOELASTIC POCKET PT,"S/.930,00"
267154,PT,"S/.760,00"
284572,VISCOELASTIC POCKET PT,"S/.2.495,00"
284449,FIAMMA ANTISTRESS,"S/.1.715,00"
284206,WARI KUELAP,"S/.1.060,00"
265129,SUPER FOAM JACKARD,"S/.760,00"
284127,TRAVEL HOTELERO ORTOPEDICO,"S/.760,00"
284506,WARI KUELAP,"S/.2.635,00"
2916010008,VICUS,"S/.1.715,00"
284207,WARI MOCHE,"S/.1.270,00"
284107,WARI MOCHE,"S/.750,00"
284110,AYLLU URPI,"S/.750,00"
284507,WARI MOCHE,"S/.2.270,00"
267449,POCKET VISCO,"S/.1.710,00"
284205,WARI PARACAS,"S/.1.200,00"
458143,DRIMER ZENTRIX,"S/.750,00"
284505,WARI PARACAS,"S/.2.290,00"
2844C3,QUBO ALOE VERA,"S/.1.710,00"
284263,WARI RUNA,"S/.1.170,00"
265124,DORMIDITA POLIALGODON,"S/.745,00"
458438,SIMMONS BR RECHARGE HYBRID MARLEE PLUSH,"S/.1.710,00"
284208,WARI VICUS,"S/.1.230,00"
267105,BELLISIMA AKTUAL,"S/.740,00"
2841C4,DRIMER ALOE VERA,"S/.735,00"
284508,WARI VICUS,"S/.2.430,00"
2664A3,ACQUA CIRCULACION,"S/.1.705,00"
458146,OMEGA,"S/.730,00"
2112030301,ENERGY,"S/.730,00"
2114031091,XEON,"S/.1.220,00"
284148,TERRA ALOE VERA,"S/.725,00"
284542,XEON,"S/.2.650,00"
4916040012,SIMMONS HEAVENLY EVERNU WESTIN,"S/.1.700,00"
2112020501,4 ESTRELLAS,"S/.725,00"
267581,ZENNA,"S/.2.300,00"
458440,SIMMONS BACK CARE NON FLIP,"S/.1.700,00"
267233,ZENNA POCKET,"S/.970,00"
458103,TRAVEL HOTELERO,"S/.720,00"
284521,ZENNA POCKET,"S/.2.530,00"
458436,SIMMONS BR RECHARGE WORLD CLASS JAELYN LUXURY,"S/.1.700,00"
267139,VENETTO,"S/.715,00"
267281,ZENNA PT,"S/.830,00"
284142,XEON,"S/.715,00"
2112021201,ALOE VERA,"S/.705,00"
2114031101,ZENTRIX,"S/.1.010,00"
266146,DRIMER,"S/.700,00"
270263,ADRIANO,"S/.930,00"
270363,ADRIANO,"S/.1.030,00"
270190,ADRIANO I,"S/.700,00"
270290,ADRIANO I,"S/.1.140,00"
270390,ADRIANO I,"S/.1.340,00"
270340,AIRE,"S/.1.465,00"
270176,ALONSO,"S/.650,00"
270276,ALONSO,"S/.765,00"
270376,ALONSO,"S/.1.340,00"
2703AR,ALTA 001 PU,"S/.1.660,00"
2701AV,ALTA 002 CHENILLE,"S/.755,00"
2702AW,ALTA 003 PU,"S/.1.040,00"
2703AW,ALTA 003 PU,"S/.1.035,00"
2702B5,ALTA 004 PU,"S/.960,00"
2703B5,ALTA 004 PU,"S/.1.510,00"
2702AZ,ALTA 005 PU,"S/.835,00"
2703AZ,ALTA 005 PU,"S/.1.585,00"
270199,AMERICA,"S/.920,00"
270299,AMERICA,"S/.1.310,00"
270399,AMERICA,"S/.1.445,00"
270150,ANDRE,"S/.750,00"
270250,ANDRE,"S/.1.185,00"
270350,ANDRE,"S/.1.190,00"
270153,ANELKA,"S/.620,00"
270253,ANELKA,"S/.845,00"
270353,ANELKA,"S/.1.630,00"
2211010301,ANKARA,"S/.605,00"
2212010301,ANKARA,"S/.990,00"
2213010301,ANKARA,"S/.1.535,00"
2701AF,ANTONELLA,"S/.910,00"
2702AF,ANTONELLA,"S/.930,00"
2703AF,ANTONELLA,"S/.1.565,00"
2701AY,ANTONELLA PU,"S/.670,00"
2702AY,ANTONELLA PU,"S/.1.335,00"
2703AY,ANTONELLA PU,"S/.1.125,00"
2701BG,ARANXA,"S/.840,00"
2702BG,ARANXA,"S/.1.365,00"
2703BG,ARANXA,"S/.1.015,00"
2701AN,ARIANA,"S/.730,00"
2702AN,ARIANA,"S/.825,00"
2703AN,ARIANA,"S/.1.495,00"
270247,ARSENAL,"S/.1.315,00"
270347,ARSENAL,"S/.1.405,00"
2701AE,FIBRAE,"S/.930,00"
2702AE,FIBRAE,"S/.1.095,00"
2703AE,FIBRAE,"S/.1.205,00"
270161,ASTON,"S/.885,00"
270261,ASTON,"S/.1.005,00"
270361,ASTON,"S/.1.445,00"
270165,ASTON 2,"S/.760,00"
270365,ASTON 2,"S/.1.075,00"
270220,ATHENAS,"S/.1.005,00"
270320,ATHENAS,"S/.935,00"
270126,BALI,"S/.690,00"
270226,BALI,"S/.745,00"
270326,BALI,"S/.1.160,00"
270103,BARI,"S/.855,00"
270203,BARI,"S/.1.075,00"
270303,BARI,"S/.1.295,00"
270206,BAROLO,"S/.1.235,00"
270306,BAROLO,"S/.1.430,00"
270130,BELLA,"S/.935,00"
270230,BELLA,"S/.860,00"
270330,BELLA,"S/.1.465,00"
270138,BETTINA,"S/.995,00"
270238,BETTINA,"S/.1.395,00"
270338,BETTINA,"S/.995,00"
270110,BIANCA,"S/.840,00"
270210,BIANCA,"S/.1.030,00"
270310,BIANCA,"S/.1.490,00"
270108,BRAXTON,"S/.790,00"
270208,BRAXTON,"S/.1.165,00"
270308,BRAXTON,"S/.1.490,00"
270185,BRAXTON ARKANSAS,"S/.675,00"
270285,BRAXTON ARKANSAS,"S/.995,00"
270385,BRAXTON ARKANSAS,"S/.1.340,00"
2212010501,BRETANA,"S/.790,00"
2213010501,BRETANA,"S/.1.435,00"
2211010591,BRETANA,"S/.995,00"
2212012301,BRISAS,"S/.890,00"
2213012301,BRISAS,"S/.1.195,00"
2211012301,BRISAS,"S/.810,00"
2212012401,BRUNELLA,"S/.1.040,00"
2213012401,BRUNELLA,"S/.1.660,00"
2211012401,BRUNELLA,"S/.940,00"
270159,CANAVARO,"S/.765,00"
270259,CANAVARO,"S/.1.335,00"
270359,CANAVARO,"S/.1.005,00"
270170,CASILLAS,"S/.940,00"
270270,CASILLAS,"S/.1.095,00"
270370,CASILLAS,"S/.1.670,00"
270246,CHELSEA,"S/.860,00"
270346,CHELSEA,"S/.1.120,00"
2701A4,CHICAGO,"S/.865,00"
2702A4,CHICAGO,"S/.1.305,00"
2703A4,CHICAGO,"S/.1.290,00"
270154,CONCA,"S/.750,00"
270254,CONCA,"S/.870,00"
270354,CONCA,"S/.1.450,00"
270193,CONTEMPO,"S/.915,00"
270293,CONTEMPO,"S/.820,00"
270393,CONTEMPO,"S/.1.485,00"
2701BE,DANICA,"S/.640,00"
2702BE,DANICA,"S/.990,00"
2703BE,DANICA,"S/.1.685,00"
2701AB,DEL PIERO,"S/.825,00"
2702AB,DEL PIERO,"S/.1.350,00"
2703AB,DEL PIERO,"S/.1.385,00"
270135,DIDA,"S/.795,00"
270235,DIDA,"S/.1.385,00"
270335,DIDA,"S/.920,00"
270151,DIVO,"S/.690,00"
270251,DIVO,"S/.885,00"
270351,DIVO,"S/.1.435,00"
2701BN,DUAL,"S/.855,00"
2702BN,DUAL,"S/.885,00"
2703BN,DUAL,"S/.1.615,00"
2212010201,DUNIA,"S/.1.320,00"
2213010201,DUNIA,"S/.925,00"
2701BP,DURHAM,"S/.925,00"
2702BP,DURHAM,"S/.835,00"
2703BP,DURHAM,"S/.1.395,00"
2701AX,ECONOMICO 001,"S/.865,00"
2702AX,ECONOMICO 001,"S/.1.215,00"
2703AX,ECONOMICO 001,"S/.1.115,00"
2701B7,ECONOMICO VN-002,"S/.645,00"
2702B7,ECONOMICO VN-002,"S/.925,00"
2703B7,ECONOMICO VN-002,"S/.1.525,00"
2701B8,ECONOMICO VN-003,"S/.960,00"
2702B8,ECONOMICO VN-003,"S/.895,00"
2703B8,ECONOMICO VN-003,"S/.1.310,00"
270139,ELIZABETH,"S/.685,00"
270239,ELIZABETH,"S/.715,00"
270339,ELIZABETH,"S/.1.525,00"
2211013101,ESPFIBRAA,"S/.960,00"
2212013101,ESPFIBRAA,"S/.1.025,00"
2213013101,ESPFIBRAA,"S/.1.435,00"
270141,ESTEFAN,"S/.710,00"
270241,ESTEFAN,"S/.1.110,00"
2213013201,ESTEFAN,"S/.1.295,00"
2701AL,ESTEFAN II,"S/.600,00"
2702AL,ESTEFAN II,"S/.925,00"
2703AL,ESTEFAN II,"S/.1.460,00"
270195,FARFAN,"S/.945,00"
270295,FARFAN,"S/.835,00"
270395,FARFAN,"S/.1.055,00"
270266,FERRARI,"S/.795,00"
270366,FERRARI,"S/.915,00"
270114,FLORENCIA,"S/.830,00"
270214,FLORENCIA,"S/.960,00"
270314,FLORENCIA,"S/.1.380,00"
270118,FLORIDA,"S/.740,00"
270218,FLORIDA,"S/.755,00"
270318,FLORIDA,"S/.1.155,00"
270175,G&S,"S/.900,00"
270275,G&S,"S/.1.215,00"
270375,G&S,"S/.955,00"
270133,GENOVA,"S/.700,00"
270233,GENOVA,"S/.780,00"
270333,GENOVA,"S/.1.675,00"
2701A5,GENOVA I,"S/.685,00"
2702A5,GENOVA I,"S/.1.355,00"
2703A5,GENOVA I,"S/.1.480,00"
270162,GHANA,"S/.790,00"
270262,GHANA,"S/.1.255,00"
270362,GHANA,"S/.1.160,00"
270131,GIOVANA,"S/.815,00"
270231,GIOVANA,"S/.875,00"
270331,GIOVANA,"S/.1.245,00"
270124,GRANADA,"S/.960,00"
270224,GRANADA,"S/.980,00"
270324,GRANADA,"S/.1.625,00"
2701A3,GRECO,"S/.730,00"
2702A3,GRECO,"S/.760,00"
2703A3,GRECO,"S/.1.100,00"
270107,GSU,"S/.750,00"
270207,GSU,"S/.745,00"
270307,GSU,"S/.1.650,00"
270191,HAMBURG,"S/.935,00"
270291,HAMBURG,"S/.1.225,00"
270391,HAMBURG,"S/.1.250,00"
270155,HENRY,"S/.835,00"
270255,HENRY,"S/.700,00"
270355,HENRY,"S/.1.565,00"
470201,HWCS - MOD SF-JN-1204-2,"S/.1.050,00"
270109,IMAN,"S/.795,00"
270209,IMAN,"S/.950,00"
270309,IMAN,"S/.1.205,00"
270197,IMAN PU,"S/.640,00"
270297,IMAN PU,"S/.1.165,00"
270397,IMAN PU,"S/.1.530,00"
2701C2,JIME,"S/.780,00"
2702C2,JIME,"S/.1.205,00"
2703C2,JIME,"S/.1.500,00"
270136,KAFU,"S/.915,00"
270236,KAFU,"S/.730,00"
270336,KAFU,"S/.1.070,00"
270194,KUBICA,"S/.830,00"
270294,KUBICA,"S/.1.100,00"
270394,KUBICA,"S/.1.585,00"
270116,LAZIO,"S/.795,00"
270316,LAZIO,"S/.1.055,00"
2702AD,LEONARD,"S/.1.370,00"
270137,LISBOA,"S/.915,00"
270237,LISBOA,"S/.1.085,00"
270337,LISBOA,"S/.1.420,00"
270123,LORD,"S/.740,00"
270223,LORD,"S/.855,00"
270323,LORD,"S/.1.300,00"
270198,LYON,"S/.915,00"
270398,LYON,"S/.1.060,00"
2212010191,LYON,"S/.1.220,00"
270112,MADRAS,"S/.740,00"
270212,MADRAS,"S/.1.200,00"
2213013691,MADRAS,"S/.1.415,00"
270182,MADRAS PU,"S/.765,00"
270282,MADRAS PU,"S/.1.060,00"
270382,MADRAS PU,"S/.1.580,00"
2701AH,MADRAS SD,"S/.935,00"
2702AH,MADRAS SD,"S/.715,00"
2703AH,MADRAS SD,"S/.1.430,00"
270113,MALAGA,"S/.600,00"
270213,MALAGA,"S/.780,00"
270313,MALAGA,"S/.1.255,00"
270145,MANCHESTER,"S/.795,00"
270245,MANCHESTER,"S/.1.030,00"
270453,MANCHESTER,"S/.900,00"
2701C1,MANTOVA,"S/.840,00"
2703C1,MANTOVA,"S/.1.135,00"
2212013701,MANTOVA,"S/.955,00"
2701BF,MARSELLA,"S/.685,00"
2702BF,MARSELLA,"S/.1.300,00"
2212013801,MARSELLA,"S/.1.335,00"
2213013801,MARSELLA,"S/.1.460,00"
2701BI,MATERAZZI,"S/.910,00"
2702BI,MATERAZZI,"S/.1.360,00"
2213013991,MATERAZZI,"S/.1.085,00"
270268,MCLAREN,"S/.785,00"
270368,MCLAREN,"S/.1.115,00"
2701B4,MEDIA 001 CHENILLE,"S/.740,00"
2702B4,MEDIA 001 CHENILLE,"S/.815,00"
2703B4,MEDIA 001 CHENILLE,"S/.1.095,00"
2702BC,MEDIA 001 PU,"S/.895,00"
2703BC,MEDIA 001 PU,"S/.1.285,00"
2702AT,MEDIA 001 VN,"S/.785,00"
2703AT,MEDIA 001 VN,"S/.1.230,00"
2701BD,MEDIA 002 CHENILLE,"S/.670,00"
2702BD,MEDIA 002 CHENILLE,"S/.830,00"
2703BD,MEDIA 002 CHENILLE,"S/.1.620,00"
2701AP,MEDIA 002 VN,"S/.735,00"
2702AP,MEDIA 002 VN,"S/.1.120,00"
2703AP,MEDIA 002 VN,"S/.1.650,00"
2701B3,MEDIA 003 PU,"S/.755,00"
2702B3,MEDIA 003 PU,"S/.1.050,00"
2703B3,MEDIA 003 PU,"S/.1.380,00"
2701AQ,MEDIA 003 VN,"S/.715,00"
2702AQ,MEDIA 003 VN,"S/.1.280,00"
2703AQ,MEDIA 003 VN,"S/.1.200,00"
2701B6,MEDIA 004 PU,"S/.830,00"
2702B6,MEDIA 004 PU,"S/.1.100,00"
2703B6,MEDIA 004 PU,"S/.1.420,00"
2701B2,MEDIA 004 VN,"S/.950,00"
2702B2,MEDIA 004 VN,"S/.1.320,00"
2703B2,MEDIA 004 VN,"S/.1.050,00"
2701B9,MEDIA 005 VN,"S/.800,00"
2702B9,MEDIA 005 VN,"S/.1.350,00"
2703B9,MEDIA 005 VN,"S/.1.280,00"
270281,MESSI,"S/.1.380,00"
270381,MESSI,"S/.1.610,00"
2701C6,METZ,"S/.840,00"
2702C6,METZ,"S/.910,00"
2703C6,METZ,"S/.1.270,00"
270149,MILAN,"S/.650,00"
270249,MILAN,"S/.770,00"
270349,MILAN,"S/.940,00"
270A73,MODERNO MODULAR,"S/.815,00"
270B73,MODERNO MODULAR,"S/.1.240,00"
270256,MONACO,"S/.1.150,00"
270356,MONACO,"S/.950,00"
270248,MUNICH,"S/.730,00"
270348,MUNICH,"S/.930,00"
270201,MURANO,"S/.1.260,00"
270301,MURANO,"S/.1.260,00"
270219,MUSSA,"S/.1.340,00"
270319,MUSSA,"S/.1.240,00"
2702C5,NANTES,"S/.1.105,00"
2703C5,NANTES,"S/.905,00"
2211014101,NANTES,"S/.790,00"
2701A7,NAPOLES,"S/.695,00"
2702A7,NAPOLES,"S/.1.380,00"
2703A7,NAPOLES,"S/.1.580,00"
270144,NEW CASTLE,"S/.720,00"
270244,NEW CASTLE,"S/.1.320,00"
270344,NEW CASTLE,"S/.1.020,00"
270111,NICOLE,"S/.945,00"
270211,NICOLE,"S/.725,00"
270311,NICOLE,"S/.1.525,00"
270125,NOA,"S/.740,00"
270225,NOA,"S/.1.250,00"
2213014201,NOA,"S/.1.650,00"
270128,NOA TELA,"S/.785,00"
270228,NOA TELA,"S/.1.295,00"
270328,NOA TELA,"S/.1.695,00"
2701A9,NUVA,"S/.755,00"
2702A9,NUVA,"S/.1.390,00"
2703A9,NUVA,"S/.1.390,00"
2701BL,OPTERON,"S/.925,00"
2702BL,OPTERON,"S/.810,00"
2703BL,OPTERON,"S/.910,00"
2701AA,PACIFIC,"S/.840,00"
2702AA,PACIFIC,"S/.1.065,00"
2703AA,PACIFIC,"S/.1.665,00"
2701AM,PACIFIC VN,"S/.705,00"
2702AM,PACIFIC VN,"S/.860,00"
2703AM,PACIFIC VN,"S/.1.460,00"
270284,PADUA,"S/.1.310,00"
270384,PADUA,"S/.1.010,00"
270164,PAOLO,"S/.965,00"
270264,PAOLO,"S/.1.000,00"
2213014301,PAOLO,"S/.1.300,00"
270157,PARIS,"S/.840,00"
270257,PARIS,"S/.925,00"
270357,PARIS,"S/.1.325,00"
2702A2,PISSANO,"S/.1.215,00"
2703A2,PISSANO,"S/.1.615,00"
270179,PRAGA,"S/.605,00"
270279,PRAGA,"S/.945,00"
270186,PRAGA II,"S/.740,00"
270286,PRAGA II,"S/.1.320,00"
270386,PRAGA II,"S/.1.545,00"
2211014401,PROVENCE,"S/.665,00"
2212014401,PROVENCE,"S/.805,00"
2213014491,PROVENCE,"S/.1.120,00"
2701BO,QUAD,"S/.835,00"
2702BO,QUAD,"S/.760,00"
2703BO,QUAD,"S/.1.405,00"
2701C4,QUEBEC,"S/.880,00"
2702C4,QUEBEC,"S/.820,00"
2703C4,QUEBEC,"S/.1.560,00"
270189,RAUL,"S/.795,00"
270289,RAUL,"S/.780,00"
270389,RAUL,"S/.1.020,00"
270269,REAL,"S/.745,00"
218310,RECLINABLE ASHLEY,"S/.1.280,00"
270216,RIZZOLI  LAZIO,"S/.920,00"
270105,ROMA,"S/.600,00"
270205,ROMA,"S/.740,00"
270305,ROMA,"S/.1.145,00"
270127,SAFIRA,"S/.715,00"
270227,SAFIRA,"S/.1.250,00"
270327,SAFIRA,"S/.1.620,00"
2706AU,SECCIONAL ALTA 001 CHENILLE,"S/.1.140,00"
2706AS,SECCIONAL ALTA 002 PU,"S/.1.450,00"
409002,SEGELL,"S/.995,00"
2701AC,SICILIA,"S/.995,00"
2702AC,SICILIA,"S/.1.015,00"
2703AC,SICILIA,"S/.1.295,00"
2701AK,SICILIA TS - SA,"S/.745,00"
2702AK,SICILIA TS - SA,"S/.815,00"
2703AK,SICILIA TS - SA,"S/.1.015,00"
270267,SPYKER,"S/.1.210,00"
270367,SPYKER,"S/.1.115,00"
270229,TEMPO,"S/.705,00"
270329,TEMPO,"S/.1.410,00"
270274,TEMPO VINIL-EBEL,"S/.1.120,00"
270132,TERRACOTA,"S/.750,00"
270232,TERRACOTA,"S/.1.065,00"
270332,TERRACOTA,"S/.1.205,00"
270122,TORONTO,"S/.730,00"
270222,TORONTO,"S/.1.325,00"
270322,TORONTO,"S/.1.220,00"
270142,TOTI,"S/.815,00"
270242,TOTI,"S/.1.020,00"
270342,TOTI,"S/.1.165,00"
2702AG,TRACOL,"S/.810,00"
2703AG,TRACOL,"S/.1.225,00"
270187,TRENTO,"S/.985,00"
270287,TRENTO,"S/.1.025,00"
270387,TRENTO,"S/.1.420,00"
270104,TRENZA,"S/.640,00"
270204,TRENZA,"S/.725,00"
270304,TRENZA,"S/.1.310,00"
2701A1,TRENZA ECONOMICO,"S/.850,00"
2702A1,TRENZA ECONOMICO,"S/.1.340,00"
2703A1,TRENZA ECONOMICO,"S/.1.325,00"
2701AI,TRENZA ECONOMICO TS,"S/.905,00"
2702AI,TRENZA ECONOMICO TS,"S/.940,00"
2703AI,TRENZA ECONOMICO TS,"S/.1.525,00"
270271,VALENCIA,"S/.1.135,00"
270371,VALENCIA,"S/.940,00"
270283,VALENCIA SD,"S/.1.265,00"
270383,VALENCIA SD,"S/.1.040,00"
270117,VANIA,"S/.755,00"
270217,VANIA,"S/.1.175,00"
270317,VANIA,"S/.1.435,00"
2702A8,VARSOVIA,"S/.845,00"
2703A8,VARSOVIA,"S/.1.365,00"
270121,VENECIA,"S/.950,00"
270221,VENECIA,"S/.1.210,00"
270321,VENECIA,"S/.1.575,00"
270188,VERON,"S/.850,00"
270288,VERON,"S/.815,00"
270388,VERON,"S/.1.545,00"
270258,VERONA,"S/.1.210,00"
270358,VERONA,"S/.1.210,00"
2702A6,VERONA I,"S/.715,00"
2703A6,VERONA I,"S/.915,00"
270202,VERSO,"S/.725,00"
270302,VERSO,"S/.1.610,00"
270180,ZANETTI,"S/.850,00"
270280,ZANETTI,"S/.1.000,00"
270380,ZANETTI,"S/.1.015,00"
270160,ZICO,"S/.735,00"
270260,ZICO,"S/.970,00"
270360,ZICO,"S/.1.225,00"
270143,ZIDANE,"S/.790,00"
270243,ZIDANE,"S/.1.335,00"
270343,ZIDANE,"S/.1.500,00"
270115,ZIENTTE,"S/.825,00"
270215,ZIENTTE,"S/.835,00"
270315,ZIENTTE,"S/.1.370,00"
2945000108,ACTIBIO,"S/.60,00"
2415070102,AIR,"S/.65,00"
276FDN,AIRCOOL,"S/.90,00"
276EDL,AIRFRESH FIRM,"S/.100,00"
286594,ANTIACARO,"S/.150,00"
2865F4,ANTIMOSQUITO,"S/.50,00"
276JDG,ANTISTRESS,"S/.200,00"
276FDH,BEAUTYREST,"S/.75,00"
286056,CONTOUR,"S/.65,00"
276GDS,DISNEY,"S/.140,00"
296002,HIPERTRANSPIRANTE,"S/.120,00"
2945000103,INTELLIFRESH,"S/.30,00"
2767JU,LATEX GEL,"S/.130,00"
296001,LUXURY,"S/.125,00"
2415000107,LUXURY,"S/.75,00"
2415000119,MEMORY FOAM,"S/.190,00"
2865B4,ORGANICO,"S/.35,00"
276FDE,PLATA,"S/.100,00"
2867AE,SATEN,"S/.170,00"
286586,SATEN ELITE,"S/.55,00"
2867QK,SATEN LATEX,"S/.110,00"
28668C,SATEN MICROFIBRA,"S/.115,00"
2415000121,STAR WARS,"S/.200,00"
286055,TERMOREGULABLE,"S/.65,00"
2865S4,ANTIPEELING,"S/.50,00"
286544,MEMORY FOAM,"S/.55,00"
286437,VENTUS FIRM,"S/.120,00"
286300,VENTUS SOFT,"S/.40,00"
286CVG,LUMBAR,"S/.170,00"
2765TU,ACTIBIO,"S/.175,00"
276KTU,PLATA,"S/.45,00"
2862T3,CONTOUR,"S/.120,00"
2945000005,HIPERTRANSPIRANTE,"S/.115,00"
27654U,INTELLIFRESH,"S/.180,00"
2862Y3,BEAUTYREST,"S/.55,00"
2860Z2,AIRCOOL,"S/.80,00"
2860I6,VENTUS FIRM,"S/.95,00"
2867II,VENTUS SOFT,"S/.125,00"
286213,ANTISTRESS,"S/.50,00"
276DKV,AIR,"S/.35,00"
2863VN,TRADICIONAL BAMBOO,"S/.45,00"
286ECD,VENTUS SOFT,"S/.160,00"
276F8N,AIR,"S/.200,00"
2415000110,ANTISTRESS,"S/.40,00"
276FSH,HIPERTRANSPIRANTE,"S/.75,00"
276FSE,ULTRA SOFT,"S/.155,00"
4424050001,AIR,"S/.195,00"
418102,MEMORY FOAM SERTA,"S/.40,00"
8008,STANDARD,"S/.125,00"
286878,AIR,"S/.75,00"
286011,ANCHO,"S/.135,00"
276DCV,BEAUTYREST,"S/.90,00"
276GCX,CARBONO,"S/.45,00"
276DCU,CARBONO LATEX,"S/.90,00"
2868D8,MICROFIBRA,"S/.40,00"
2768IQ,AIR,"S/.170,00"
2767IH,VENTUS SOFT,"S/.80,00"
2866HI,AIR,"S/.120,00"
2866HJ,AIRCOOL,"S/.155,00"
286G010001,ANTISTRESS,"S/.65,00"
4434020001,BAMBOO CHARCOAL CONTOUR,"S/.160,00"
4434020002,BAMBOO CHARCOAL ERGO,"S/.165,00"
2765AU,CELESTIAL,"S/.200,00"
27658U,FIBRA EST,"S/.50,00"
418101,GEL QUEEN,"S/.45,00"
276KCU,CARBONO,"S/.90,00"
8010,KING,"S/.75,00"
8011,KING COOL,"S/.125,00"
8002,QUEEN,"S/.45,00"
8001,STANDARD,"S/.110,00"
286KJI,VENTUS,"S/.90,00"
286CCG,DISNEY,"S/.70,00"
418303,ENROLLADA,"S/.90,00"
276LFY,INTELLIFRESH,"S/.100,00"
276FFL,TERMOREGULABLE,"S/.145,00"
286022,ENROLLADA,"S/.45,00"
400101,GANSO,"S/.85,00"
400201,STANDARD,"S/.50,00"
2869UL,AIR,"S/.95,00"
2415000209,INTELLIFRESH,"S/.190,00"
286370,MEMORY FOAM,"S/.135,00"
286F20,AIRCOOL,"S/.100,00"
418201,AIR,"S/.45,00"
296384,CERVICAL ANTIACARO,"S/.75,00"
2434010001,CERVICAL CIC,"S/.70,00"
