id,detalle,precio
267212,DISNEY WINNIE POOH,"S/.1.200,00"
2114021501,DRIMER ACTIBIO,"S/.1.180,00"
2843C7,DRIMER PRO RUNNER OXYGEL,"S/.1.410,00"
2117021501,DRIMER ACTIBIO,"S/.2.250,00"
2126050101,SERTA PERFECT SLEEPER KLEINMON PT,"S/.1.975,00"
2842C4,DRIMER ALOE VERA,"S/.910,00"
2843A7,FIAMMA THERMOCONTROL,"S/.1.410,00"
267379,FIRENZE ANTISTRESS PT,"S/.1.410,00"
2845C4,DRIMER ALOE VERA,"S/.2.395,00"
458439,SIMMONS BEAUTYREST BLACK EVIE PLUSH LUX FIRM,"S/.1.975,00"
2842930002,DRIMER ANTARES,"S/.1.090,00"
284399,TECHNODREAM COOL,"S/.1.410,00"
2845930002,DRIMER ANTARES,"S/.2.390,00"
2146022601,SILHOUETTE,"S/.1.970,00"
2842C6,DRIMER ANTISTRESS,"S/.900,00"
2843C2,AERO LATEX BAMBOO,"S/.1.405,00"
2845C6,DRIMER ANTISTRESS,"S/.2.610,00"
267434,VISCOELASTIC POCKET,"S/.1.970,00"
2114021101,DRIMER FRESH,"S/.1.260,00"
2114021191,DRIMER FRESH,"S/.940,00"
2125023401,PRO RUNNER OXYGEL,"S/.1.400,00"
2117021101,DRIMER FRESH,"S/.2.265,00"
2916020013,NATURE EURO SOYA POCKET,"S/.1.965,00"
2842960002,DRIMER GALAXY,"S/.1.190,00"
2125041101,SIMMONS BEAUTYREST SILVER PT,"S/.1.400,00"
2845960002,DRIMER GALAXY,"S/.2.660,00"
266417,CIC,"S/.1.960,00"
2842080002,DRIMER GEMINIS,"S/.810,00"
267305,BELLISIMA AKTUAL,"S/.1.400,00"
2845080002,DRIMER GEMINIS,"S/.2.610,00"
2916020011,FUTURPEDIC,"S/.1.960,00"
2124024801,DRIMER LATEX TENCEL,"S/.1.140,00"
2135020101,ANTISTRESS,"S/.1.395,00"
2127024891,DRIMER LATEX TENCEL,"S/.2.400,00"
4126040201,SIMMONS ALOFT ET WITH EVERNU,"S/.1.960,00"
2842620002,DRIMER OMEGA,"S/.800,00"
2663A4,ACQUA SPORT,"S/.1.395,00"
267245,DRIMER PREMIUM POCKET,"S/.1.170,00"
284362,AYLLU QUIPU,"S/.1.395,00"
2842C8,DRIMER PRO RUNNER ACTIBIO,"S/.1.180,00"
284309,AYLLU TAMBO,"S/.1.390,00"
2845C8,DRIMER PRO RUNNER ACTIBIO,"S/.2.325,00"
2126023391,PRO RUNNER ACTIBIO,"S/.1.955,00"
2842C7,DRIMER PRO RUNNER OXYGEL,"S/.910,00"
2125030401,GRAVITY,"S/.1.380,00"
2845C7,DRIMER PRO RUNNER OXYGEL,"S/.2.515,00"
2116011301,REAL REPOSE,"S/.1.950,00"
2114024801,DRIMER TENCEL,"S/.870,00"
2915010012,NAZCA,"S/.1.380,00"
2117024801,DRIMER TENCEL,"S/.2.645,00"
2136020101,ANTISTRESS,"S/.1.945,00"
2842C5,DRIMER VISCO CARBON,"S/.890,00"
2135021901,HIPERSOFT DRILL,"S/.1.375,00"
2845C5,DRIMER VISCO CARBON,"S/.2.420,00"
2664A4,ACQUA SPORT,"S/.1.945,00"
458243,DRIMER ZENTRIX,"S/.1.030,00"
2915020090,FIAMMA ANTISTRESS,"S/.1.375,00"
2115030601,OZONO,"S/.1.375,00"
2843S2,SIMMONS WORLD CLASS JAELYN LUX FIRM,"S/.1.375,00"
267380,FIRENZE VISCOELASTIC,"S/.1.370,00"
2114030301,ENERGY,"S/.1.250,00"
284394,TECHNODREAM GRAVITY,"S/.1.370,00"
265326,DIAGONAL POLIALGODON,"S/.1.365,00"
2117030391,ENERGY,"S/.2.505,00"
284446,HOTELERO 3 ESTRELLAS,"S/.1.945,00"
284249,FIAMMA ANTISTRESS,"S/.900,00"
4195053501,MIRACOIL SERTA SUITE DREAMS HILTON,"S/.1.365,00"
2843C1,TERRA LATEX ALOE VERA,"S/.1.360,00"
284549,FIAMMA ANTISTRESS,"S/.2.560,00"
284491,QUANTUM,"S/.1.945,00"
2842A5,FIAMMA IGNIFUGO,"S/.1.130,00"
2125040601,SIMMONS BEAUTYREST RECHARGE,"S/.1.355,00"
4125050301,SERTA HYBRID OBSERVER,"S/.1.350,00"
2845A5,FIAMMA IGNIFUGO,"S/.2.420,00"
2844C7,DRIMER PRO RUNNER OXYGEL,"S/.1.940,00"
2843B3,ACTIPRO,"S/.1.350,00"
2842A7,FIAMMA THERMOCONTROL,"S/.1.200,00"
2115020791,INTENSO,"S/.1.350,00"
2845A7,FIAMMA THERMOCONTROL,"S/.2.280,00"
2116020391,FUTUREPEDIC,"S/.1.940,00"
267277,FIRENZE ALOE VERA PT,"S/.920,00"
267302,NATURE,"S/.1.350,00"
267346,OMEGA,"S/.1.350,00"
267577,FIRENZE ALOE VERA PT,"S/.2.245,00"
2126020301,BOTANIA,"S/.1.935,00"
267279,FIRENZE ANTISTRESS PT,"S/.1.170,00"
284324,TRAVEL EXTRA HOTELERO IGNIFUGO,"S/.1.345,00"
266317,CONTINENTAL,"S/.1.340,00"
267579,FIRENZE ANTISTRESS PT,"S/.2.320,00"
2116020201,MANTRA,"S/.1.935,00"
267278,FIRENZE COOL MAX PT,"S/.880,00"
267392,SEVILLA PT,"S/.1.340,00"
265A2C,SUPER FOAM JACKARD,"S/.1.335,00"
267578,FIRENZE COOL MAX PT,"S/.2.440,00"
2916010006,RUNA,"S/.1.935,00"
284273,FIRENZE FRESH,"S/.1.100,00"
26534G,OMEGA JACKARD,"S/.1.335,00"
2125040301,SIMMONS BEAUTYREST CHAPELLE PLUSH,"S/.1.330,00"
284573,FIRENZE FRESH,"S/.2.550,00"
4126041391,SIMMONS HARMONY HILTON,"S/.1.930,00"
284274,FIRENZE HR,"S/.1.140,00"
267349,POCKET VISCO,"S/.1.330,00"
284574,FIRENZE HR,"S/.2.495,00"
2844A1,ACQUA VISCOELASTIC,"S/.1.930,00"
267280,FIRENZE VISCOELASTIC,"S/.1.240,00"
26523M,SOYA TOPPER,"S/.1.325,00"
2125020501,AERO LATEX,"S/.1.325,00"
267580,FIRENZE VISCOELASTIC,"S/.2.215,00"
284494,TECHNODREAM GRAVITY,"S/.1.930,00"
2914030002,FIT,"S/.1.070,00"
2115030101,BREEZE,"S/.1.325,00"
267226,FLORENCIA,"S/.1.010,00"
267345,DRIMER PREMIUM POCKET,"S/.1.325,00"
284396,TECHNODREAM ENERGY,"S/.1.325,00"
267526,FLORENCIA,"S/.2.215,00"
2916210002,ZENNA,"S/.1.925,00"
2114020391,FUTUREPEDIC,"S/.1.150,00"
213028,DI BIANCO VARIOS,"S/.1.320,00"
2117020391,FUTUREPEDIC,"S/.2.410,00"
266474,SILVER,"S/.1.920,00"
2843S3,SIMMONS HYBRID MARLEE PLUSH,"S/.1.320,00"
2114021701,GALAXY,"S/.970,00"
284395,TECHNODREAM OXYGEN,"S/.1.320,00"
2917021701,GALAXY,"S/.2.605,00"
2126040101,SIMMONS BEAUTYSLEEP,"S/.1.920,00"
2115020901,TERRA,"S/.1.320,00"
2114021891,GEMINIS,"S/.910,00"
284363,WARI RUNA,"S/.1.320,00"
266032,RIZZOLI,"S/.585,00"
2917021801,GEMINIS,"S/.2.420,00"
2844930002,DRIMER ANTARES,"S/.1.920,00"
267243,GEMINIS,"S/.920,00"
2131000001,TELA,"S/.1.315,00"
2115020391,FUTUREPEDIC,"S/.1.315,00"
2111021801,GEMINIS,"S/.565,00"
267543,GEMINIS,"S/.2.565,00"
2844960002,DRIMER GALAXY,"S/.1.920,00"
267293,GEMINIS PT,"S/.890,00"
267307,VERDUM,"S/.1.315,00"
2843B1,QUBO COOL MAX,"S/.1.310,00"
267593,GEMINIS PT,"S/.2.325,00"
267477,FIRENZE ALOE VERA PT,"S/.1.920,00"
284246,HOTELERO 3 ESTRELLAS,"S/.1.060,00"
458327,SIMMONS BEAUTY REST - SIGNATURE RECHARGE,"S/.1.310,00"
284398,TECHNODREAM NEO,"S/.1.310,00"
284546,HOTELERO 3 ESTRELLAS,"S/.2.220,00"
267445,PREMIUM,"S/.1.920,00"
284245,HOTELERO 4 ESTRELLAS,"S/.920,00"
284321,ZENNA POCKET,"S/.1.310,00"
26538J,COOL MAX SUMMER,"S/.1.305,00"
284545,HOTELERO 4 ESTRELLAS,"S/.2.410,00"
2844B8,HOTELERO DRIMER CONCEPT,"S/.1.915,00"
284244,HOTELERO 5 ESTRELLAS,"S/.840,00"
458347,JACKARD GALAXY,"S/.1.305,00"
284348,TERRA ALOE VERA,"S/.1.305,00"
284544,HOTELERO 5 ESTRELLAS,"S/.2.525,00"
2126022501,LATEX FLEXICUP,"S/.1.910,00"
284241,HOTELERO 7 ESTRELLAS,"S/.960,00"
267325,SAN REMO,"S/.1.300,00"
2843S6,SIMMONS BEAUTYREST FELICITY,"S/.1.300,00"
284541,HOTELERO 7 ESTRELLAS,"S/.2.525,00"
2844A5,FIAMMA IGNIFUGO,"S/.1.910,00"
2842B8,HOTELERO DRIMER CONCEPT,"S/.800,00"
2915010007,VESUBIO II,"S/.1.300,00"
2845B8,HOTELERO DRIMER CONCEPT,"S/.2.440,00"
284474,FIRENZE HR,"S/.1.910,00"
284240,IBIZA,"S/.1.170,00"
266346,DRIMER,"S/.1.295,00"
284392,TECHNODREAM BREEZE,"S/.1.295,00"
266017,CIC,"S/.560,00"
284540,IBIZA,"S/.2.240,00"
284445,HOTELERO 4 ESTRELLAS,"S/.1.910,00"
2911010001,TAMBO,"S/.540,00"
267046,OMEGA,"S/.535,00"
267216,IKASA GOLDEN SPRING,"S/.1.100,00"
266320,ACTIPRO,"S/.1.290,00"
267217,IKASA SILVER SPRING,"S/.1.060,00"
2145021601,FIAMMA THERMOCONTROL,"S/.1.290,00"
2114020701,INTENSO,"S/.1.050,00"
458341,SIMMONS BEAUTY REST LUXURY - COLLECTION TOP,"S/.1.290,00"
2117020701,INTENSO,"S/.2.635,00"
2117020791,INTENSO,"S/.2.565,00"
284441,HOTELERO 7 ESTRELLAS,"S/.1.910,00"
2843C9,TECHNODREAM POCKET DREAM,"S/.1.290,00"
2131011001,SUPER FOAM JACKARD,"S/.530,00"
458247,JACKARD GALAXY,"S/.900,00"
4125041801,SIMMONS SWEET SLEEPER EURO,"S/.1.285,00"
2115021201,ALOE VERA,"S/.1.280,00"
267356,DESPERTARES,"S/.1.280,00"
458297,JACKARD GALAXY PT,"S/.1.110,00"
458398,POLISEDA PT,"S/.1.280,00"
2114022201,LATEX ACTIPRO,"S/.1.220,00"
2115011501,SIR REPOSE,"S/.1.280,00"
2117022201,LATEX ACTIPRO,"S/.2.375,00"
284406,WARI KUELAP,"S/.1.910,00"
2114011201,LORD REPOSE,"S/.1.170,00"
284326,PRATO,"S/.1.275,00"
2844A9,AERO AIRFRESH ADVANCE,"S/.1.905,00"
2114020291,MANTRA,"S/.920,00"
267316,IKASA GOLDEN SPRING,"S/.1.270,00"
2117020201,MANTRA,"S/.2.445,00"
4916040005,SIMMONS BACK CARE NON FLIP,"S/.1.900,00"
267013,POWER RANGER,"S/.530,00"
267043,GEMINIS,"S/.525,00"
458331,SIMMONS BEAUTY REST HYDE PARK PLUSH,"S/.1.270,00"
467501,MIRACOIL HILTON SUITE DREAMS,"S/.2.410,00"
2125050101,SERTA PERFECT SLEEPER KLEINMON PT,"S/.1.265,00"
2115020101,BACK THERAPY,"S/.1.265,00"
2914010011,MOCHE,"S/.910,00"
265325,DORMIDITA POLIALGODON ACOLCHADO,"S/.1.260,00"
2917010002,MOCHE,"S/.2.615,00"
4126040401,SIMMONS BLACK NAPA PT,"S/.1.900,00"
267202,NATURE,"S/.1.070,00"
2125020301,BOTANIA,"S/.1.260,00"
2843A9,AERO AIRFRESH ADVANCE,"S/.1.260,00"
267502,NATURE,"S/.2.410,00"
2116030291,COOL,"S/.1.900,00"
284252,NATURE EURO SOYA POCKET,"S/.1.130,00"
2917020098,NATURE EURO SOYA POCKET,"S/.2.415,00"
466401,ICOMFORT GUIDANCE,"S/.1.895,00"
266447,DRIMER FUTURPEDIC,"S/.1.895,00"
2116020101,BACK THERAPY,"S/.1.895,00"
2114030501,NEO,"S/.1.210,00"
267347,POCKET LATEX,"S/.1.260,00"
458246,OMEGA,"S/.1.060,00"
284340,IBIZA,"S/.1.255,00"
267353,REAL PT,"S/.1.255,00"
458546,OMEGA,"S/.2.225,00"
267421,BARI,"S/.1.890,00"
267546,OMEGA,"S/.2.500,00"
2911020002,FIRM,"S/.510,00"
2126020201,PURE FRESH,"S/.1.880,00"
267246,OMEGA,"S/.1.260,00"
2115011301,REAL REPOSE,"S/.1.255,00"
2915020011,FIRM,"S/.1.250,00"
458296,OMEGA PT,"S/.1.230,00"
2125020291,PURE FRESH,"S/.1.250,00"
284311,AYLLU APU,"S/.1.250,00"
458596,OMEGA PT,"S/.2.370,00"
2126050201,SERTA PERFECT SLEEPER WESBOROUGH PT,"S/.1.880,00"
267596,OMEGA PT,"S/.2.235,00"
266420,ACTIPRO,"S/.1.875,00"
267296,OMEGA PT,"S/.1.000,00"
2125023201,PREMIUM POCKET,"S/.1.245,00"
458302,DI BIANCO,"S/.1.245,00"
267241,ORION,"S/.1.000,00"
2115021701,GALAXY,"S/.1.245,00"
267394,VALENCIA PT,"S/.1.245,00"
284040-2,IBIZA III,"S/.505,00"
267541,ORION,"S/.2.435,00"
267493,GEMINIS PT,"S/.1.875,00"
267291,ORION PT,"S/.900,00"
2915020017,ACQUA VISCOELASTIC,"S/.1.240,00"
284312,ECONOMICO OUTLET,"S/.1.240,00"
267591,ORION PT,"S/.2.315,00"
2844B1,QUBO COOL MAX,"S/.1.875,00"
2914030003,OXYGEN,"S/.1.130,00"
2917030001,OXYGEN,"S/.2.245,00"
284451,TERRA COTTON FRESH,"S/.1.875,00"
284347,TERRA COTTON,"S/.1.240,00"
2114030601,OZONO,"S/.1.020,00"
2125041001,SIMMONS NIGHTFALL RECHARGE PT,"S/.1.235,00"
2117030691,OZONO,"S/.2.525,00"
2116022201,LATEX ACTIPRO,"S/.1.870,00"
2914010013,PARACAS,"S/.800,00"
2915030002,FIT,"S/.1.235,00"
2917010004,PARACAS,"S/.2.465,00"
284463,WARI RUNA,"S/.1.870,00"
2114020801,PLAYA,"S/.810,00"
284307,WARI MOCHE,"S/.1.235,00"
2842B6,POCKET ANTISTRESS,"S/.860,00"
2915210008,ZENNA,"S/.1.235,00"
2845B6,POCKET ANTISTRESS,"S/.2.565,00"
265429,SUPER FOAM JACKARD,"S/.1.865,00"
267248,POCKET DREAM,"S/.850,00"
26532B,SUPER FOAM DRILL,"S/.1.230,00"
4135050201,SERTA GUIDANCE,"S/.1.230,00"
267548,POCKET DREAM,"S/.2.650,00"
458420,POCKET SIMMONS ST. CHAPELLE,"S/.1.865,00"
2125023391,PRO RUNNER ACTIBIO,"S/.1.225,00"
458550,POCKET ICOMFORT HYBRID OBSERVER,"S/.2.600,00"
2126040901,SIMMONS BEAUTYREST WORLD CLASS PT,"S/.1.855,00"
267247,POCKET LATEX,"S/.1.280,00"
2115010791,ATOM,"S/.1.225,00"
267547,POCKET LATEX,"S/.2.665,00"
2126040401,SIMMONS BEAUTYREST FELICITY,"S/.1.850,00"
284202,POCKET RAICES CARAL,"S/.1.130,00"
284373,FIRENZE FRESH,"S/.1.225,00"
284502,POCKET RAICES CARAL,"S/.2.655,00"
2844B2,ACQUA CIRCULACION II,"S/.1.850,00"
284204,POCKET RAICES NAZCA,"S/.910,00"
2843A4,ACQUA CIRCULACION,"S/.1.220,00"
284504,POCKET RAICES NAZCA,"S/.2.630,00"
2916010005,PARACAS,"S/.1.850,00"
284203,POCKET RAICES SIPAN,"S/.820,00"
2843C8,DRIMER PRO RUNNER ACTIBIO,"S/.1.220,00"
284503,POCKET RAICES SIPAN,"S/.2.255,00"
284426,PRATO,"S/.1.850,00"
267451,PRINCE PT,"S/.1.850,00"
267249,POCKET VISCO,"S/.1.280,00"
2125030701,DREAM,"S/.1.215,00"
267549,POCKET VISCO,"S/.2.270,00"
2664AC,FIAMMA THERMOCONTROL,"S/.1.840,00"
458248,POLISEDA GALAXY,"S/.830,00"
2915010019,SIPAN,"S/.1.215,00"
2843C6,DRIMER ANTISTRESS,"S/.1.215,00"
458298,POLISEDA PT,"S/.1.280,00"
2115021101,DRIMER FRESH,"S/.1.215,00"
284040-1,IBIZA II,"S/.495,00"
267014,MICKEY PRINCESITAS,"S/.475,00"
458345,TC MERCURY,"S/.1.215,00"
284226,PRATO,"S/.960,00"
2915010011,MOCHE,"S/.1.210,00"
2116040101,SIMMONS BEAUTYSLEEP,"S/.1.840,00"
284526,PRATO,"S/.2.535,00"
267341,ORION,"S/.1.210,00"
267545,PREMIUM,"S/.2.350,00"
26542D,ELASTIC FOAM POLIALGODON,"S/.1.835,00"
2131010901,ELASTIC FOAM DRILL,"S/.465,00"
4915040002,SIMMONS - SIGNATURE RECHARGE,"S/.1.210,00"
2914010006,PRINCE,"S/.960,00"
26533E,ELASTIC FOAM DRILL,"S/.1.205,00"
267041,ORION,"S/.460,00"
267501,PRINCE,"S/.2.610,00"
2146022301,ANTIACAROS,"S/.1.835,00"
267251,PRINCE PT,"S/.910,00"
4125041501,SIMMONS LUXURY COLLECTION TOP,"S/.1.200,00"
267351,PRINCE PT,"S/.1.200,00"
267551,PRINCE PT,"S/.2.305,00"
2126040601,SIMMONS BEAUTYREST RECHARGE,"S/.1.830,00"
267254,PT,"S/.870,00"
4915040005,SIMMONS - WESTBURY RECHARGE,"S/.1.200,00"
284325,TRAVEL HOTELERO STANDARD IGNIFUGO,"S/.1.200,00"
267554,PT,"S/.2.570,00"
2916020015,SILVER,"S/.1.830,00"
284291,QUANTUM,"S/.890,00"
26515L,DRILL,"S/.1.195,00"
26516K,ZENTRIX X,"S/.1.190,00"
2917030801,QUANTUM,"S/.2.610,00"
2126030701,DREAM,"S/.1.825,00"
2842C3,QUBO ALOE VERA,"S/.810,00"
458196,OMEGA PT,"S/.1.185,00"
2916020012,LATEX SILVER,"S/.1.825,00"
4122041101,SIMMONS SWEET SLEEPER EVERNU,"S/.1.180,00"
2114030901,QUBO ANTISTRESS,"S/.1.070,00"
2112030601,OZONO,"S/.1.180,00"
2117030901,QUBO ANTISTRESS,"S/.2.490,00"
267456,DESPERTARES,"S/.1.825,00"
2842B1,QUBO COOL MAX,"S/.850,00"
284196,TECHNODREAM ENERGY,"S/.1.170,00"
2845B1,QUBO COOL MAX,"S/.2.590,00"
267478,FIRENZE COOL MAX PT,"S/.1.825,00"
2914010014,QUIPU,"S/.1.190,00"
2112020601,5 ESTRELLAS,"S/.1.160,00"
267253,REAL PT,"S/.830,00"
2132020101,ANTISTRESS,"S/.1.160,00"
267126,FLORENCIA,"S/.1.155,00"
267553,REAL PT,"S/.2.570,00"
284407,WARI MOCHE,"S/.1.825,00"
2114011301,REAL REPOSE,"S/.1.180,00"
2112030801,QUANTUM,"S/.1.155,00"
2117011301,REAL REPOSE,"S/.2.365,00"
2844C8,DRIMER PRO RUNNER ACTIBIO,"S/.1.820,00"
2914010016,RUNA,"S/.910,00"
284126,PRATO,"S/.1.150,00"
284447,TERRA COTTON,"S/.1.820,00"
2132023703,TERRA COTTON,"S/.1.150,00"
2914210009,SAN MARINO PT,"S/.840,00"
267121,BARI,"S/.1.145,00"
267574,SAN MARINO PT,"S/.2.210,00"
284442,XEON,"S/.1.820,00"
267225,SAN REMO,"S/.820,00"
26512C,SUPER FOAM JACKARD,"S/.1.140,00"
26514F,GEMINIS JACKARD,"S/.1.140,00"
267525,SAN REMO,"S/.2.350,00"
26548N,TERRA COTTON,"S/.1.815,00"
284109,AYLLU TAMBO,"S/.1.130,00"
2117050201,SERTAPEDIC NEW WAITROSE,"S/.2.420,00"
2916010003,MOCHE,"S/.1.815,00"
2114050101,SERTAPEDIC WAITROSE,"S/.1.040,00"
267148,POCKET DREAM,"S/.1.130,00"
2117050101,SERTAPEDIC WAITROSE,"S/.2.590,00"
458433,SIMMONS BEAUTY REST - HEAVENLY EVERNU WESTIN,"S/.1.810,00"
267242,SEVILLA,"S/.1.050,00"
458101,ACQUA C/POLISEDA,"S/.1.125,00"
267196,OMEGA PT,"S/.1.120,00"
2131020001,IMPERMEABLE,"S/.440,00"
267542,SEVILLA,"S/.2.350,00"
2844S2,SIMMONS WORLD CLASS JAELYN LUX FIRM,"S/.1.810,00"
267292,SEVILLA PT,"S/.920,00"
458147,JACKARD GALAXY,"S/.1.120,00"
284145,HOTELERO 4 ESTRELLAS,"S/.1.115,00"
267592,SEVILLA PT,"S/.2.495,00"
284408,WARI VICUS,"S/.1.810,00"
2914020016,SILVER,"S/.1.020,00"
284101,SITE,"S/.1.115,00"
2917020009,SILVER,"S/.2.445,00"
2845B4,SILVER,"S/.2.210,00"
4136050291,SERTA GUIDANCE,"S/.1.805,00"
267448,POCKET DREAM,"S/.1.805,00"
2844S6,SIMMONS BEAUTYREST FELICITY,"S/.1.800,00"
284493,TECHNODREAM OZONO,"S/.1.800,00"
284143,ZENTRIX,"S/.1.110,00"
458197,JACKARD GALAXY PT,"S/.1.110,00"
2664AK,FLEXICUP,"S/.1.795,00"
267178,FIRENZE COOL MAX PT,"S/.1.105,00"
284472,VISCOELASTIC POCKET PT,"S/.1.795,00"
458523,SIMMONS BEAUTY REST - BLACK GABRIELA,"S/.2.505,00"
2146020491,DRIMER ZEN,"S/.1.790,00"
458524,SIMMONS BEAUTY REST - FELICITY RECHARGE,"S/.2.375,00"
2664A7,TERRA LATEX FRESH,"S/.1.790,00"
458530,SIMMONS BEAUTY REST - HARMONY HILTON,"S/.2.500,00"
4585300002,SIMMONS BEAUTY REST - HARMONY HILTON,"S/.2.450,00"
284496,TECHNODREAM ENERGY,"S/.1.790,00"
458528,SIMMONS BEAUTY REST - HEAVENLY,"S/.2.435,00"
267433,ZENNA POCKET,"S/.1.790,00"
458533,SIMMONS BEAUTY REST - HEAVENLY EVERNU WESTIN,"S/.2.615,00"
4916040017,SIMMONS JAELYN LUX P/T,"S/.1.785,00"
284106,WARI KUELAP,"S/.1.100,00"
458526,SIMMONS BEAUTY REST - RECHARGE,"S/.2.620,00"
2844A2,AERO AROMATERAPIA,"S/.1.780,00"
458532,SIMMONS BEAUTY REST - SHERATON FOUR POINTS,"S/.2.260,00"
2112020401,3 ESTRELLAS,"S/.1.100,00"
458529,SIMMONS BEAUTY REST - SHERATON SWEET SLEEPER EURO,"S/.2.650,00"
2841B7,TERRA BAMBOO,"S/.1.095,00"
267143,GEMINIS,"S/.1.095,00"
458521,SIMMONS BEAUTY REST - TRUE ENERGY ADVANCE,"S/.2.575,00"
2844080002,DRIMER GEMINIS,"S/.1.780,00"
458148,POLISEDA GALAXY,"S/.1.085,00"
458542,SIMMONS BEAUTY REST ALOFT ET - WITH EVERNU,"S/.2.520,00"
4916040007,SIMMONS - BLACK GABRIELA,"S/.1.780,00"
2841A3,QUBO ANTISTRESS,"S/.1.085,00"
458531,SIMMONS BEAUTY REST HYDE PFIBRA PLUSH 180 X 200,"S/.2.330,00"
2912020003,FIRM,"S/.1.085,00"
458541,SIMMONS BEAUTY REST LUXURY - COLLECTION TOP,"S/.2.610,00"
4585410002,SIMMONS BEAUTY REST LUXURY - COLLECTION TOP V/2,"S/.2.280,00"
267181,ZENNA PT,"S/.1.085,00"
2912010001,MOCHE,"S/.1.070,00"
2845S1,SIMMONS BEAUTYREST AUDRINA LUX FIRM,"S/.2.275,00"
2844A6,TERRA SOYAMBOO,"S/.1.780,00"
458539,SIMMONS BEAUTYREST BLACK EVIE PLUSH LUX FIRM,"S/.2.680,00"
4916041701,SIMMONS - RECHARGE,"S/.1.775,00"
26512E,ELASTIC FOAM DRILL,"S/.1.065,00"
2845S6,SIMMONS BEAUTYREST FELICITY,"S/.2.200,00"
2916030002,OXYGEN,"S/.1.770,00"
284499,TECHNODREAM COOL,"S/.1.770,00"
26512B,SUPER FOAM DRILL,"S/.1.065,00"
2845S4,SIMMONS BEAUTYREST PT AUDRINA LUX FIRM,"S/.2.570,00"
2126040591,SIMMONS BEAUTYREST HYBRID,"S/.1.765,00"
284415,CONTINENTAL LORD REPOSE,"S/.1.765,00"
2112010701,ATOM,"S/.1.060,00"
2117040101,SIMMONS BEAUTYSLEEP,"S/.2.600,00"
26544F,GEMINIS JACKARD,"S/.1.760,00"
2126023201,PREMIUM POCKET,"S/.1.760,00"
2844B3,ACTIPRO,"S/.1.760,00"
2116050201,SERTAPEDIC NEW WAITROSE,"S/.1.760,00"
267491,ORION PT,"S/.1.755,00"
458421,SIMMONS BEAUTY REST - TRUE ENERGY ADVANCE,"S/.1.755,00"
2112021801,GEMINIS,"S/.1.055,00"
2845S3,SIMMONS HYBRID MARLEE PLUS,"S/.2.580,00"
265125,DORMIDITA POLIALGODON ACOLCHADO,"S/.1.040,00"
458442,SIMMONS BEAUTY REST ALOFT ET - WITH EVERNU,"S/.1.755,00"
265128,SUPER FOAM DRILL,"S/.1.035,00"
2845S2,SIMMONS WORLD CLASS JAELYN LUX FIRM,"S/.2.545,00"
2126020401,ACQUA VISCO,"S/.1.750,00"
284193,TECHNODREAM OZONO,"S/.1.035,00"
2845S5,SIMMONS WORLD CLASS PT JAELYN LUX FIRM,"S/.2.310,00"
2126040301,SIMMONS BEAUTYREST CHAPELLE PLUSH,"S/.1.750,00"
2114011501,SIR REPOSE,"S/.930,00"
2112030101,BREEZE,"S/.1.035,00"
2111023601,TERRA BAMBOO,"S/.435,00"
2914010009,SITE,"S/.980,00"
284146,HOTELERO 3 ESTRELLAS,"S/.1.025,00"
267107,VERDUM,"S/.1.020,00"
2114021001,STAR WARS,"S/.1.050,00"
284141,HOTELERO 7 ESTRELLAS,"S/.1.015,00"
2914010018,TAMBO,"S/.1.150,00"
267191,ORION PT,"S/.1.015,00"
284009,AYLLU TAMBO,"S/.430,00"
267273,TARENTO PT,"S/.1.210,00"
267102,NATURE,"S/.1.010,00"
284195,TECHNODREAM OXYGEN,"S/.1.010,00"
267573,TARENTO PT,"S/.2.490,00"
2116021301,ANTARES,"S/.1.750,00"
458245,TC MERCURY,"S/.1.270,00"
267108,BAVENO,"S/.1.005,00"
458295,TC MERCURY PT,"S/.1.080,00"
2112021301,ANTARES,"S/.995,00"
458249,TC POLISEDA ECONOMICO,"S/.820,00"
458299,TC POLUX,"S/.1.120,00"
26513A,SUPER FOAM POLIALGODON,"S/.990,00"
284292,TECHNODREAM BREEZE,"S/.880,00"
267192,SEVILLA PT,"S/.985,00"
267194,VALENCIA PT,"S/.980,00"
284299,TECHNODREAM COOL,"S/.1.240,00"
26513D,ELASTIC FOAM POLIALGODON,"S/.975,00"
4916040003,SIMMONS AUDRINA LUXURY FIRM,"S/.1.745,00"
284296,TECHNODREAM ENERGY,"S/.970,00"
267156,DESPERTARES PT,"S/.970,00"
267145,PREMIUM,"S/.960,00"
284596,TECHNODREAM ENERGY,"S/.2.255,00"
2126024801,DRIMER LATEX TENCEL,"S/.1.745,00"
284297,TECHNODREAM FIT,"S/.950,00"
267125,SAN REMO,"S/.960,00"
284294,TECHNODREAM GRAVITY,"S/.810,00"
284125,TRAVEL HOTELERO STANDARD IGNIFUGO,"S/.960,00"
284594,TECHNODREAM GRAVITY,"S/.2.255,00"
267402,NATURE,"S/.1.745,00"
284298,TECHNODREAM NEO,"S/.1.270,00"
26516K0002,DRIMER OMEGA,"S/.955,00"
284295,TECHNODREAM OXYGEN,"S/.960,00"
267101,PRINCE,"S/.945,00"
284108,WARI VICUS,"S/.945,00"
284595,TECHNODREAM OXYGEN,"S/.2.585,00"
2844A8,ACQUA CIRCULACION ADVANCE,"S/.1.740,00"
284293,TECHNODREAM OZONO,"S/.910,00"
267141,ORION,"S/.935,00"
266117,CIC,"S/.930,00"
